"Contour Plot"
""
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa)"	"Theta / deg"
775	84.9805	160
800	83.6514	160
825	82.1771	160
850	80.6036	160
875	79.0472	160
900	77.7185	160
925	76.8614	160
950	76.5894	160
975	76.7814	160
1,000	77.217	160
1,030	77.8385	160
1,060	78.4508	160
1,090	79.0221	160
1,120	79.5559	160
1,150	80.0592	160
1,180	80.5327	160
1,220	81.1124	160
1,250	81.5045	160
1,280	81.859	160
1,320	82.2738	160
1,360	82.6291	160
1,400	82.9377	160
1,450	83.2673	160
1,500	83.5051	160
1,550	83.5775	160
1,600	83.4321	160
1,650	83.1129	160
1,700	82.7873	160
1,750	82.6664	160
1,800	82.8492	160
1,850	83.2594	160
1,900	83.7609	160
1,950	84.2687	160
2,000	84.7466	160
2,060	85.2701	160
2,120	85.7669	160
2,180	86.261	160
2,240	86.7279	160
2,300	87.1383	160
2,360	87.4949	160
2,430	87.8154	160
2,500	87.9487	160
2,580	87.8796	160
2,650	87.7376	160
2,720	87.5517	160
2,800	87.2761	160
2,900	86.879	160
3,000	86.3124	160
3,070	85.8192	160
3,150	85.3508	160
3,250	85.0077	160
3,350	84.6206	160
3,450	83.9773	160
3,550	83.3518	160
3,650	82.9742	160
3,750	82.9279	160
3,870	83.4853	160
4,000	83.9459	160
4,120	84.1814	160
4,250	84.5165	160
4,370	84.6858	160
4,500	84.5117	160
4,620	84.4641	160
4,750	84.5375	160
4,870	84.881	160
5,000	85.3135	160
5,150	84.4464	160
5,300	82.9126	160
5,450	82.7349	160
5,600	82.653	160
5,800	81.764	160
6,000	80.2068	160
6,150	78.2564	160
6,300	77.891	160
6,500	79.0105	160
6,700	79.1257	160
6,900	79.2523	160
7,100	79.9369	160
7,300	79.1312	160
7,500	78.8462	160
7,750	77.3067	160
8,000	77.0041	160
8,250	76.8356	160
8,500	74.5692	160
8,750	71.8844	160
9,000	70.1219	160
9,250	70.337	160
9,500	72.3162	160
9,750	73.1256	160
10,000	72.4609	160
10,300	71.4566	160
10,600	69.203	160
10,900	69.4238	160
11,200	70.5578	160
11,500	68.812	160
11,800	66.7862	160
12,200	68.0518	160
12,500	68.5369	160
12,800	70.0743	160
13,200	69.9243	160
13,600	67.7997	160
14,000	71.5486	160
14,500	68.7352	160
15,000	66.2474	160
15,500	67.2573	160
16,000	59.7121	160
16,500	56.4499	160
17,000	52.2192	160
17,500	53.4243	160
18,000	56.0571	160
18,500	56.9597	160
19,000	57.2338	160
19,500	53.2521	160
23.6	81.3092	170
24.3	81.4198	170
25	81.5273	170
25.8	81.6465	170
26.5	81.7478	170
27.2	81.8465	170
28	81.9562	170
29	82.089	170
30	82.2381	170
30.7	82.3457	170
31.5	82.4656	170
32.5	82.6114	170
33.5	82.7527	170
34.5	82.8899	170
35.5	83.0301	170
36.5	83.1795	170
37.5	83.3249	170
38.7	83.4943	170
40	83.6721	170
41.2	83.8336	170
42.5	84.0184	170
43.7	84.184	170
45	84.3584	170
46.2	84.5149	170
47.5	84.6859	170
48.7	84.8454	170
50	85.0139	170
51.5	85.2029	170
53	85.3883	170
54.5	85.5765	170
56	85.7596	170
58	85.9963	170
60	86.2313	170
61.5	86.4045	170
63	86.5735	170
65	86.7945	170
67	87.0133	170
69	87.2256	170
71	87.4333	170
73	87.6381	170
75	87.8373	170
77.5	88.0808	170
80	88.3182	170
82.5	88.5486	170
85	88.7738	170
87.5	88.9924	170
90	89.2056	170
92.5	89.4131	170
95	89.6151	170
97.5	89.8118	170
100	90.0034	170
103	90.2264	170
106	90.4426	170
109	90.6516	170
112	90.8543	170
115	91.05	170
118	91.2399	170
122	91.4832	170
125	91.6584	170
128	91.8285	170
132	92.0455	170
136	92.2535	170
140	92.4521	170
145	92.6867	170
150	92.9078	170
155	93.1158	170
160	93.3112	170
165	93.4946	170
170	93.6665	170
175	93.826	170
180	93.9747	170
185	94.1132	170
190	94.2418	170
195	94.3611	170
200	94.4713	170
206	94.5916	170
212	94.6998	170
218	94.7969	170
224	94.8832	170
230	94.9596	170
236	95.0266	170
243	95.0935	170
250	95.1496	170
258	95.2015	170
265	95.2359	170
272	95.2617	170
280	95.2817	170
290	95.2925	170
300	95.2896	170
307	95.2794	170
315	95.2608	170
325	95.2265	170
335	95.1813	170
345	95.1252	170
355	95.0584	170
365	94.9821	170
375	94.8967	170
387	94.7823	170
400	94.6456	170
412	94.5098	170
425	94.3545	170
437	94.2058	170
450	94.0418	170
462	93.89	170
475	93.7277	170
487	93.5818	170
500	93.4296	170
515	93.2629	170
530	93.1058	170
545	92.9573	170
560	92.8149	170
580	92.6291	170
600	92.4388	170
615	92.2879	170
630	92.1251	170
650	91.8855	170
670	91.6133	170
690	91.3051	170
710	90.9574	170
730	90.5674	170
750	90.1342	170
775	89.5272	170
800	88.8487	170
825	88.1028	170
850	87.301	170
875	86.4623	170
900	85.6133	170
925	84.781	170
950	83.9875	170
975	83.2418	170
1,000	82.5357	170
1,030	81.7066	170
1,060	80.8431	170
1,090	79.8885	170
1,120	78.8017	170
1,150	77.5655	170
1,180	76.187	170
1,220	74.2017	170
1,250	72.7408	170
1,280	71.5307	170
1,320	70.7408	170
1,360	71.0886	170
1,400	72.2423	170
1,450	74.1208	170
1,500	75.9048	170
1,550	77.2496	170
1,600	78.0815	170
1,650	78.5104	170
1,700	78.7123	170
1,750	78.8686	170
1,800	79.1529	170
1,850	79.6368	170
1,900	80.2386	170
1,950	80.7931	170
2,000	81.1717	170
2,060	81.4112	170
2,120	81.5906	170
2,180	81.7741	170
2,240	81.8529	170
2,300	81.8065	170
2,360	81.7778	170
2,430	81.8716	170
2,500	81.9724	170
2,580	81.9933	170
2,650	82.0149	170
2,720	82.0633	170
2,800	82.1	170
2,900	82.0695	170
3,000	81.9921	170
3,070	82.1084	170
3,150	82.5989	170
3,250	83.4972	170
3,350	84.0861	170
3,450	84.0078	170
3,550	83.6144	170
3,650	83.5567	170
3,750	83.7944	170
3,870	83.7663	170
4,000	83.0077	170
4,120	82.2549	170
4,250	81.5398	170
4,370	80.9481	170
4,500	80.2426	170
4,620	79.2951	170
4,750	78.8908	170
4,870	79.2608	170
5,000	79.6003	170
5,150	78.7475	170
5,300	78.1077	170
5,450	78.6343	170
5,600	78.2503	170
5,800	77.4071	170
6,000	76.5466	170
6,150	74.5939	170
6,300	72.3947	170
6,500	70.442	170
6,700	68.6123	170
6,900	71.4004	170
7,100	73.261	170
7,300	71.8374	170
7,500	70.2763	170
7,750	68.723	170
8,000	70.7272	170
8,250	69.8021	170
8,500	68.5468	170
8,750	69.0578	170
9,000	68.3481	170
9,250	67.2941	170
9,500	65.9011	170
9,750	64.6902	170
10,000	57.3012	170
10,300	60.6608	170
10,600	62.7649	170
10,900	63.198	170
11,200	63.0527	170
11,500	59.7042	170
11,800	57.3717	170
12,200	59.1621	170
12,500	53.2198	170
12,800	55.3893	170
13,200	56.8056	170
13,600	60.9063	170
14,000	63.4524	170
14,500	59.4507	170
15,000	57.8471	170
15,500	56.4422	170
16,000	43.3441	170
16,500	50.1979	170
17,000	49.6112	170
17,500	42.6543	170
18,000	45.6379	170
18,500	44.0512	170
19,000	51.1538	170
19,500	50.3798	170
23.6	81.583	180
24.3	81.6886	180
25	81.7912	180
25.8	81.9051	180
26.5	82.0018	180
27.2	82.096	180
28	82.2007	180
29	82.3275	180
30	82.4705	180
30.7	82.5737	180
31.5	82.6888	180
32.5	82.8287	180
33.5	82.9643	180
34.5	83.096	180
35.5	83.2307	180
36.5	83.3747	180
37.5	83.5147	180
38.7	83.6779	180
40	83.8491	180
41.2	84.0048	180
42.5	84.1833	180
43.7	84.3432	180
45	84.5117	180
46.2	84.6628	180
47.5	84.8281	180
48.7	84.9825	180
50	85.1455	180
51.5	85.3284	180
53	85.5077	180
54.5	85.69	180
56	85.8674	180
58	86.0966	180
60	86.3243	180
61.5	86.4921	180
63	86.6559	180
65	86.8701	180
67	87.0822	180
69	87.288	180
71	87.4894	180
73	87.6879	180
75	87.8811	180
77.5	88.1172	180
80	88.3474	180
82.5	88.5709	180
85	88.7894	180
87.5	89.0015	180
90	89.2084	180
92.5	89.4098	180
95	89.6058	180
97.5	89.7969	180
100	89.983	180
103	90.1997	180
106	90.4099	180
109	90.6133	180
112	90.8106	180
115	91.0014	180
118	91.1866	180
122	91.4241	180
125	91.5955	180
128	91.7618	180
132	91.9747	180
136	92.1789	180
140	92.3743	180
145	92.6059	180
150	92.8248	180
155	93.0314	180
160	93.2262	180
165	93.4098	180
170	93.5825	180
175	93.7438	180
180	93.8948	180
185	94.0362	180
190	94.1683	180
195	94.2915	180
200	94.4061	180
206	94.5321	180
212	94.6467	180
218	94.7503	180
224	94.8436	180
230	94.9271	180
236	95.0013	180
243	95.0767	180
250	95.1412	180
258	95.2026	180
265	95.2452	180
272	95.279	180
280	95.3079	180
290	95.3295	180
300	95.3373	180
307	95.3347	180
315	95.3247	180
325	95.3018	180
335	95.2688	180
345	95.226	180
355	95.1738	180
365	95.1134	180
375	95.0456	180
387	94.9544	180
400	94.8454	180
412	94.7371	180
425	94.6131	180
437	94.4944	180
450	94.3634	180
462	94.2421	180
475	94.1125	180
487	93.9961	180
500	93.8753	180
515	93.7439	180
530	93.6221	180
545	93.5091	180
560	93.4039	180
580	93.2708	180
600	93.1384	180
615	93.0342	180
630	92.9208	180
650	92.7503	180
670	92.5497	180
690	92.3147	180
710	92.0421	180
730	91.7308	180
750	91.383	180
775	90.8987	180
800	90.3677	180
825	89.7986	180
850	89.2023	180
875	88.5906	180
900	87.9789	180
925	87.3828	180
950	86.8171	180
975	86.2932	180
1,000	85.8153	180
1,030	85.2976	180
1,060	84.8211	180
1,090	84.3548	180
1,120	83.8632	180
1,150	83.3137	180
1,180	82.6813	180
1,220	81.6829	180
1,250	80.8087	180
1,280	79.8269	180
1,320	78.3652	180
1,360	76.8111	180
1,400	75.4463	180
1,450	74.778	180
1,500	75.4875	180
1,550	76.7027	180
1,600	77.7902	180
1,650	78.6117	180
1,700	79.2222	180
1,750	79.7615	180
1,800	80.3791	180
1,850	81.1287	180
1,900	81.9399	180
1,950	82.6971	180
2,000	83.3273	180
2,060	83.9055	180
2,120	84.3134	180
2,180	84.5433	180
2,240	84.5731	180
2,300	84.4148	180
2,360	84.1096	180
2,430	83.6116	180
2,500	82.9506	180
2,580	81.9035	180
2,650	80.7798	180
2,720	79.9175	180
2,800	80.0417	180
2,900	81.3387	180
3,000	82.3217	180
3,070	82.5877	180
3,150	82.6512	180
3,250	82.6175	180
3,350	82.164	180
3,450	81.0338	180
3,550	79.5575	180
3,650	78.0678	180
3,750	76.7115	180
3,870	75.8218	180
4,000	75.1075	180
4,120	73.8336	180
4,250	73.3335	180
4,370	73.7355	180
4,500	74.1631	180
4,620	73.8657	180
4,750	73.674	180
4,870	73.8963	180
5,000	71.5838	180
5,150	66.4889	180
5,300	60.1154	180
5,450	65.0063	180
5,600	72.6601	180
5,800	74.7844	180
6,000	76.1594	180
6,150	76.9849	180
6,300	77.0095	180
6,500	77.4726	180
6,700	77.5847	180
6,900	76.4244	180
7,100	74.3711	180
7,300	73.7893	180
7,500	69.6364	180
7,750	67.976	180
8,000	67.9194	180
8,250	70.9446	180
8,500	71.2477	180
8,750	72.4826	180
9,000	73.2023	180
9,250	72.4777	180
9,500	70.8148	180
9,750	66.112	180
10,000	57.1389	180
10,300	62.0765	180
10,600	65.5822	180
10,900	68.1634	180
11,200	68.3336	180
11,500	66.7423	180
11,800	63.1081	180
12,200	61.5911	180
12,500	58.1382	180
12,800	53.2127	180
13,200	57.2591	180
13,600	56.4024	180
14,000	58.1414	180
14,500	63.7643	180
15,000	64.5833	180
15,500	62.2901	180
16,000	53.8203	180
16,500	51.1634	180
17,000	50.0168	180
17,500	52.369	180
18,000	52.4189	180
18,500	44.5206	180
19,000	49.8581	180
19,500	56.064	180
